country,obs,year,month,pday,old_day,evday,form,form_recode,goal_recode,goal_recode2,goal,part,partmedian,frame,orgdummy,title,dataset,frame1
D,4007,1998,9,28,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,1,1,national,0,Demonstration gegen DVU,old data set (CH 90-99),
D,4795,2004,3,22,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,,.5,international,0,Demonstration gegen den Krieg im Irak am US-Stützpunkt Landstuhl,old data set (CH 90-99),
D,5147,2007,2,26,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,1.5,1.5,national,0,"1500 Demonstranten versammeln sich in Augsburg, um gegen Aufmarsch von Rechten zu protestieren",new data set,
D,5133,2007,2,12,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.02,.02,national,1,20 NPD-Anhänger ziehen durch Butzbach,new data set,
D,5595,2011,4,26,,Monday,protest meeting,demonstrative,Peace,cultural liberalism,"für allgemeine, abstrakte Ziele (für Frieden)",2,2,international,1,Friedenskundgebung von 2000 Menschen durch Frankfurt.,new data set,
D,3756,1996,11,25,,Saturday,protest meeting,demonstrative,Labor,welfare,"Gesundheitswesen: Organisationsprobleme (Spitäler, Berufsgruppen, Finanzierungen etc.)",5,5,national,0,mehrere Tausend protestieren in Freiburg gegen Leistungskürzungne für Heilmittel,old data set (CH 90-99),
D,5511,2009,9,14,,,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,,.5,national,0,Bundesweite Kampagne gegen die Rücknahme des Atomausstiegs,new data set,
D,5519,2009,9,14,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,,.5,national,1,NPD-Aufmarsch in Hannover,new data set,
D,3591,1996,3,18,,Saturday,protest meeting,demonstrative,Foreigners external,others,Ausländermobilisierung gegen Situation im Herkunftsland,.5,.5,international,1,500 gedenken in Wiesbaden den bei Demo in Istanbul getöteter Aleviten,old data set (CH 90-99),
D,3871,1997,9,14,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.35,.34999999,regional,1,"""NPD marschiert in Münster auf""",old data set (CH 90-99),
D,5497,2009,8,24,,Saturday,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,,.5,national,0,Atomkraftgegner rufen zu Großkundgebung in Berlin am 05.09.2009 auf,new data set,
D,4142,1999,10,11,,Weekend,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.15,.15000001,national,0,150 Rechte versammelteten sich am Wochenende in Hessisch Lichtenau,old data set (CH 90-99),
D,4690,2003,4,7,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,.25,.25,international,0,250 Menschen nahmen in Braunschweig an einer Kundgebung gegen den Irak-Krieg teil,old data set (CH 90-99),
D,3749,1996,11,11,,Friday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,,.5,national,1,"NPD-Anhänger versammeln sich in Bonn zu ""Liederabend""",old data set (CH 90-99),
D,4405,2001,3,26,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.1,.1,european (only new),0,100 deutsche und niederländische Rechtsextreme hielten in Würselen eine Kundgebung ab und demonstrierten für rechtsextremes Gedankengut,old data set (CH 90-99),
D,5434,2009,1,12,,Sunday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für spezifische politische Regime/Befreiungsbewegungen (u.a. Palästina),1.5,1.5,international,1,1500 Menschen bekunden ihre Solidarität mit Israel.,new data set,
D,5359,2008,5,13,,Monday,protest meeting,demonstrative,Environment,environment,"gegen Gentechnologie, moralische Fragen von links",2,2,international,0,2000 Menschen demonstrieren im Rahmen der UN-Naturschutzkonferenz in Bonn gegen Gentechnik in der Landwirtschaft,new data set,
D,3850,1997,7,29,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,anderes (Solidaritätsbewegung),,.5,international,1,Veranstaltung der Freundinnen der Lagergemeinschaft Ravensbrück als Protestaktion gegen den Siemenskonzern in Berlin,old data set (CH 90-99),
D,5357,2008,5,13,,Saturday,protest meeting,demonstrative,Others,others,anderes (Kultur- und Bildungsfragen),.04,.039999999,international,1,40 Demonstranten nehmen an Anti-Scientology-Demonstration in Frankfurt auf Aufruf der Anonymous-Bewegung teil,new data set,
D,3384,1995,4,24,,Saturday,protest meeting,demonstrative,Environment,environment,für Tierschutz,.025,.025,international,1,zwei Dutzend Tierschützer demonstrieren vor dem Frankfurter Flughafen in Affenmasken gegen den Transport von Affen durch die Lufthansa,old data set (CH 90-99),
D,3353,1995,3,27,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.3,.30000001,national,0,300 erinnern in Lübeck an Brandanschlag auf Synagoge,old data set (CH 90-99),
D,5455,2009,3,16,,,protest meeting,demonstrative,Environment,environment,für Tierschutz,,.5,national,0,Demonstration vor Pelzgeschäften in der Frankfurt.,new data set,
D,3607,1996,4,15,,Sunday,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,2,2,national,1,2000 Castorgegner protestieren in Dannenberg,old data set (CH 90-99),
D,5079,2006,9,18,,Weekend,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,,.5,national,0,"Naziaufmarsch in Minden, Gütersloh und Bielefeld",new data set,
D,5496,2009,8,24,,Weekend,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,,.5,national,1,Greenpeace-Aktivisten demonstrieren in zahlreichen deutschen Städten vor Kundenzentren der Energieversorger für einen Atomausstieg,new data set,
D,3544,1995,12,18,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für Menschenrechte dort (inkl. Unterstützung politischer Gefangener),,.5,international,0,Menschenrechtler protestieren in Hannover gegen indonesische Regierung,old data set (CH 90-99),
D,3340,1995,3,6,,Weekend,protest meeting,demonstrative,Labor,economic (others),Lohnfragen,17,17,national,1,17 000 Arbeiter demonstrieren in Frankfurt für mehr Lohn,old data set (CH 90-99),
D,5517,2009,9,14,,Saturday,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,.3,.30000001,national,1,300 Umweltaktivisten nehmen an Anti-Atomausstieg-Demonstration in Frankfurt teil,new data set,
D,4691,2003,4,7,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,.25,.25,international,0,250 Menschen nahmen in Köln an einer Kundgebung gegen den Irak-Krieg teil,old data set (CH 90-99),
D,3514,1995,10,2,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,1,1,national,0,1000 demonstrieren in Passau gegen Neonazitreffen,old data set (CH 90-99),
D,5535,2009,10,19,,Weekend,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,,.5,national,0,Atomgegner protestieren am Wochenende in Berlin gegen das Endlagerprojekt Gorleben,new data set,
D,4400,2001,3,26,,Sunday,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,.4,.40000001,national,0,Protest gegen Atomkraft in Gorleben,old data set (CH 90-99),
D,4540,2002,1,7,,Sunday,protest meeting,demonstrative,Labor,welfare,gegen neoliberale Politik (ohne konkretere Zielangabe; im nationalen Rahmen),.005,.0049999999,national,0,Eine Hand voll Demonstranten gegen FDP Dreikönigstreffen in Stuttgart,old data set (CH 90-99),
D,4340,2000,12,18,,Weekend,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,.5,.5,european (only new),0,Demonstrationen in Phillippsreuth  gegen AKW in Temelin,old data set (CH 90-99),
D,3651,1996,5,20,,Friday,protest meeting,demonstrative,Other left,cultural (others),anderes (nationale Politik: Mobilisierung von links),.1,.1,regional,1,100 Mitglieder der Arbeitsgemeinschaft Soziale Brennpunkte Hessen e.V. protestieren in Wiesbaden gegen Kürzung der Landeszuschüsse für Sozialarbeit,old data set (CH 90-99),
D,3657,1996,6,3,,,protest meeting,demonstrative,Other right,cultural (others),"Justiz/Polizei (Strafvollzug, Terrorismus, Korruption, Wirtschaftskriminalität etc.)",,.5,local,1,Bürgerinitiative Bornheim veranstaltet Protestversammlung zum Thema Drogen- und Kriminellenszene im Stadtteil,old data set (CH 90-99),
D,4397,2001,3,26,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,3,3,national,1,3000 Bürger haben in Herzogenrath gegen den Aufmarsch von Rechtsradikalen demonstriert,old data set (CH 90-99),
D,3754,1996,11,25,,Saturday,protest meeting,demonstrative,Labor,welfare,"Gesundheitswesen: Organisationsprobleme (Spitäler, Berufsgruppen, Finanzierungen etc.)",,.5,national,0,"Demonstrationen gegen Leistungskürzungne für Heilmittel in Mannheim, Karlsruhe, Heidelberg,Ulm und Weinheim",old data set (CH 90-99),
D,4305,2000,10,16,,,protest meeting,demonstrative,Labor,welfare,"Soziale Sicherheit (Wohlfahrtsstaat, Altervorsorge etc.)",.8,.80000001,national,1,800 Metaller protestieren in Hannover gegen Rentenpolitik,old data set (CH 90-99),
D,5283,2007,10,22,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,,.5,national,0,Protest gegen Rechts in Kassel.,new data set,
D,4693,2003,4,7,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,.2,.2,international,0,200 Menschen nahmen in Gütersloh an einer Kundgebung gegen den Irak-Krieg teil,old data set (CH 90-99),
D,5188,2007,4,30,,Saturday,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,.3,.30000001,regional,0,300 Anti-Atomkraft-Aktivisten versammeln sich vor AKW in Biblis,new data set,
D,3694,1996,8,5,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,1,1,national,0,1 000 Skinheads versammeln sich bei Konzert in Ebersdorf (Oberfranken),old data set (CH 90-99),
D,4006,1998,9,14,,Weekend,protest meeting,demonstrative,Labor,economic (others),anderes (Arbeiterbewegung),10,10,national,1,10 000 Gewerkschafter bei Kundgebung für Politikwechsel in Dortmund,old data set (CH 90-99),
D,4882,2005,3,14,,Saturday,protest meeting,demonstrative,Other right,cultural (others),andere institutionelle Fragen im Bereich Staat/Politik),1.5,1.5,national,0,Demonstrationen für eine große Koalition CDU/SPD,old data set (CH 90-99),
D,4688,2003,4,7,,Saturday,protest meeting,demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,.25,.25,international,0,250 Menschen nahmen in Bielefeld an einer Kundgebung gegen den Irak-Krieg teil,old data set (CH 90-99),
D,5101,2006,11,13,,Saturday,protest meeting,demonstrative,Anti-Nuclear Energy,environment,gegen Atomenergie,6,6,national,0,6000 protestieren bei Gorleben gegen Atommüll-Zwischenlager,new data set,
D,5468,2009,4,14,,Monday,protest meeting,demonstrative,Peace,cultural liberalism,anderes (Ziele der Friedensbewegung),2.5,2.5,international,1,2500 Menschen nehmen an einer Ostermarsch-Kundgebung in Frankfurt teil.,new data set,
D,5620,2011,5,16,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,anderes (Solidaritätsbewegung),.3,.30000001,international,1,Kroaten protestieren in Frankfurt gegen Urteile des Internationalen Strafgerichthofes bzgl. des Kroatienkriegs zwischen 1991 und 1995.,new data set,
D,5611,2011,5,9,,Saturday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),.45,.44999999,international,1,Der Islamprediger Pierre Vogel spricht auf eine Kundgebung vor 450 TeilnehmerInnen.,new data set,
D,4123,1999,8,2,,Sunday,protest meeting,demonstrative,Labor,economic (others),anderes (Arbeiterbewegung),.025,.025,regional,1,25 Gewerkschafter demonstrieren in Berlin gegen Ladenöffnung am Sonntag,old data set (CH 90-99),
D,5687,2011,11,7,,Saturday,protest meeting,demonstrative,Environment,environment,anderes (allgm. Ziele der Umweltbewegung),,.5,national,1,Stadtteilinitiativen hatten am Samstag zu einer Aktion gegen Bau einer geplanten Sporthalle aufgerufen,new data set,
D,3502,1995,9,11,,Weekend,protest meeting,demonstrative,"Squatters, autonomous youth",cultural liberalism,"für andere gegenkulturelle Freiräume (Arbeit, Kultur, Freizeit)",.07,.07,national,0,Polizei verhindert Treffen von 70 Punks in Lichtenfels,old data set (CH 90-99),
D,3355,1995,3,27,,Friday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,3,3,national,0,3 000 Schüler erinnern in Lübeck an Brandanschlag auf Synagoge,old data set (CH 90-99),
D,5674,2011,10,4,,,protest meeting,demonstrative,Environment,environment,"gegen Bau von Verkehrsinfrastruktur (Strassen, Parkhäuser, Bahn, Flughafen etc.)",.15,.15000001,national,0,150 Menschen versammeln sich um Aktionen gegen Inbetriebnahme einer neuen Landebahn zu planen,new data set,
D,5290,2007,11,5,,Sunday,protest meeting,demonstrative,Foreigners external,others,Ausländermobilisierung gegen Situation im Herkunftsland,.7,.69999999,international,0,Kundgebung von 700 Kurden gegen ihre Situation in der Türkei.,new data set,
D,5657,2011,9,20,,Saturday,protest meeting,demonstrative,Environment,environment,"anderes Verkehr (Lärm, Geschwindigkeitsbegrenzung, Treibstoff etc.)",,.5,national,1,Bürgerinitiativen gegen Fluglärm organisieren einen gemeinsamen Aktionstag in den einzelnen Gemeinden,new data set,
D,4129,1999,9,6,,Saturday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),.1,.1,national,0,Gegendemonstration gegen Amtseinführung von evangelischer Bischöfin in Hannover,old data set (CH 90-99),
D,5189,2007,4,30,,Sunday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für Menschenrechte dort (inkl. Unterstützung politischer Gefangener),.2,.2,international,0,In Berlin protestieren 200 Menschen gegen Völkermord in der sudanesischen Konfliktregion,new data set,
D,5362,2008,5,19,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für spezifische politische Regime/Befreiungsbewegungen (u.a. Palästina),,.5,international,1,"Tibet-Sympathisanten kommen, um Dalai Lama in Mönchengladbach sprechen zu hören",new data set,
D,4264,2000,8,21,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für Menschenrechte dort (inkl. Unterstützung politischer Gefangener),.16,.16,international,0,160 Menschen fordern bei einer Protestkundgebung in Hannover Freiheit für den Kurdenführer Öcalan und alle politischen Gefangenen in der Türkei,old data set (CH 90-99),
D,3320,1995,1,16,,Sunday,protest meeting,demonstrative,Education,cultural (others),andere Bildungsfragen (inkl. Berufsbildung),,.5,regional,1,GEW protestiert in Bürstadt gegen Auszeichung für hessischen Kultusminister Holzapfel,old data set (CH 90-99),
D,4964,2006,1,9,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.4,.40000001,national,0,400 Neonazis versammeln sich in Griesheim,new data set,
D,3588,1996,3,11,,Thursday,protest meeting,demonstrative,Education,cultural (others),andere Bildungsfragen (inkl. Berufsbildung),3,3,regional,1,3 000 Schüler demonstrieren vor Kultusministerium in WIesbaden für mehr Unterricht und mehr Lehrer,old data set (CH 90-99),
D,4326,2000,11,13,,Saturday,protest meeting,demonstrative,Education,cultural (others),andere Bildungsfragen (inkl. Berufsbildung),5,5,regional,1,Tausende Bürger demonstrieren in Berlin gegen die Bildungspolitik des Senats und fordern mehr Geld für Bildung,old data set (CH 90-99),
D,5131,2007,2,5,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.2,.2,national,1,200 Menschen demonstrieren in Berlin gegen NPD-Landesparteitag,new data set,
D,4721,2003,7,7,,Sunday,protest meeting,demonstrative,Labor,welfare,"Soziale Sicherheit (Wohlfahrtsstaat, Altervorsorge etc.)",,.5,regional,1,Gewerkschafter demonstrieren gegen Beschlüsse auf dem SPD-Parteitag in Bochum,old data set (CH 90-99),
D,5020,2006,5,2,,Monday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.4,.40000001,national,0,mehr als 400 Rechtsextreme versammeln sich in Heppenheim,new data set,
D,4003,1998,9,7,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.12,.12,national,1,120 Rechtsextreme bei NPD-Veranstaltung im Göppingen,old data set (CH 90-99),
D,4837,2004,9,27,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.7,.69999999,national,1,friedlicher Protest gegen Rechtsextremismus nach Verbot von NPD-Aufmarsch,old data set (CH 90-99),
D,5240,2007,7,9,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,2,2,regional,0,Kundgebung am Römerberg für eine liberale Stadt gegen Naziaufmarsch,new data set,
D,5174,2007,4,10,,Monday,protest meeting,demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,2,2,national,1,2000 Menschen fordern am Ostermontag in Frankfurt den Abzug der Bundeswehr aus Afghanistan,new data set,
D,4225,2000,7,10,,Sunday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.02,.02,national,0,Rund 20 Demonstranten aus dem linken Spektrum hielten in Wuppertal Gedenkveranstaltung für Opfer des Nationalsozialismus ab,old data set (CH 90-99),
D,5479,2009,6,29,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für Menschenrechte dort (inkl. Unterstützung politischer Gefangener),1.5,1.5,international,1,1500 demonstrieren in Frankfurt für Menschenrechte im Iran.,new data set,
D,3726,1996,9,30,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.35,.34999999,national,0,350 Gegendemonstranten bei Kundgebung der DVU in Passau,old data set (CH 90-99),
D,4965,2006,1,9,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.08,.079999998,national,0,80 Anhänger der linken Szene versammeln sich vor dem Treffpunkt von Neonazis in Griesheim,new data set,
D,5476,2009,6,22,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,gegen spezifische politische Regime (u.a. Südafrika; Israel),.4,.40000001,international,1,400 iranische Studenten demonstrieren in der Innenstadt gegen das iranische Regime.,new data set,
D,3523,1995,10,9,,Saturday,protest meeting,demonstrative,Others,others,other goals,,.5,national,0,Demonstration in Stuttgart gegen Scientology,old data set (CH 90-99),
D,5308,2007,12,31,,Saturday,protest meeting,demonstrative,Others,others,religioese Bewegung (mit politischer Stossrichtung),.07,.07,national,0,70 Aleviten demonstrieren in Frankfurt vor dem Gebäude des hessischen Rundfunks gegen die Ausstrahlung eines ARD-Tatorts mit alevitischer Kritik.,new data set,
D,5575,2011,3,7,,Weekend,protest meeting,demonstrative,Other right,cultural (others),anderes (nationale Politik: Mobilisierung von rechts),.3,.30000001,national,0,Pro-Guttenberg-Protest in München mit 300 Demonstranten.,new data set,
D,3740,1996,10,21,,Saturday,protest meeting,demonstrative,Other right,economic (others),"Finanz- und Steuerprobleme, Wirtschaftsprobleme allgm.",7,7,regional,1,7000 protestieren in Erfurt gegen hohe Kommunalabgaben,old data set (CH 90-99),
D,5225,2007,6,18,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,,.5,regional,0,"Rechtspopulsiten geben Kundgebung in Köln, um gegen Bau einer Moschee zu protestieren",new data set,
D,5518,2009,9,14,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,3,3,national,0,In Hannover demonstrieren 3000 Menschen gegen NPD-Aufmarsch,new data set,
D,5159,2007,3,12,,Saturday,protest meeting,demonstrative,Environment,environment,"gegen Gentechnologie, moralische Fragen von links",.6,.60000002,regional,0,600 Leute demonstrieren gegen Monstanto-Pläne gentechnisch veränderten Mais in Niedermöllrich auszusähen,new data set,
D,5661,2011,9,20,,Wednesday,protest meeting,demonstrative,Labor,economic (others),"Arbeitslosigkeit, Entlassungen",.5,.5,national,1,Protestaktionen sind für mehrere Standorte gegen Kürzung der Zivilbeschäftigten geplant,new data set,
D,4537,2001,12,23,,Sunday,protest meeting,demonstrative,Civil rights,cultural (others),"Bürgerrechte (Stimmrechtsalter, Grundrechte, Demokratisierung, Berufsverbote etc.)",3.5,3.5,national,0,3500 Menschen demonstrieren in HH für die Meinungsfreiheit,old data set (CH 90-99),
D,4348,2001,1,15,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.25,.25,national,0,250 Rechtsextremisten demonstrieren in Elmsholm,old data set (CH 90-99),
D,4605,2002,9,30,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,für spezifische politische Regime/Befreiungsbewegungen (u.a. Palästina),.08,.079999998,national,1,80 Menschen demonstrieren in Berlin-Friedrichhain gegen antisemitischen Terror und für Israel,old data set (CH 90-99),
D,5470,2009,5,11,,Weekend,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.2,.2,european (only new),1,"200 europäische Rechte treffen sich in Köln auf Einladung der Gruppe ""Pro NRW"".",new data set,
D,5509,2009,9,7,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.1,.1,national,0,"100 Menschen demonstrieren gegen Mahnwache des ""Frontbann 24"" in Berlin",new data set,
D,5355,2008,4,21,,Monday,protest meeting,demonstrative,Right-wing extremism,immigration,Gegenmobilisierung (Solidaritätsbewegung),.2,.2,international,1,"200 regierungstreue Demonstranten des Verbandes der Griechen in Deutschland ""Nationale Wiedergeburt"" nehmen an Protestkundgebung gegen Exilpolitiker Andreas Papandreou in Frankfurt teil",new data set,
D,4486,2001,9,17,,,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.05,.050000001,national,0,50 Personen demonstrierten in Eschersheim bei NPD-Stand für Rechts,old data set (CH 90-99),
D,3484,1995,8,7,,Sunday,protest meeting,demonstrative,Peace,cultural liberalism,gegen Atomwaffen,,.5,european (only new),1,Friedensinitiative Rödelheim demonstriert gegen Atomwaffen,old data set (CH 90-99),
D,5136,2007,2,19,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.05,.050000001,national,1,"50 Rechtsextreme versammeln sich in Heppenheim auf Aufruf der NPD unter dem Motto ""Gedenken an die Opfer des Bombenterrors""",new data set,
D,4128,1999,8,30,,Saturday,protest meeting,demonstrative,Others,others,"Drogen-, Tabak- und Alkoholprobleme",5,5,national,0,"""Tausende demonstrieren für Legalisierung von Hanf""",old data set (CH 90-99),
D,4711,2003,5,26,,Saturday,protest meeting,demonstrative,Labor,welfare,"Soziale Sicherheit (Wohlfahrtsstaat, Altervorsorge etc.)",90,90,national,1,An einem bundesweiten Aktionstag des DGB gegen die geplanten Sozialreformen nahmen 90 000 Menschen teil,old data set (CH 90-99),
D,3370,1995,4,18,,Saturday,protest meeting,demonstrative,Foreigners external,others,Ausländermobilisierung gegen Situation im Herkunftsland,5.5,5.5,international,0,5500 Kurden demonstrieren in Kassel für die Unabhängigkeit ihres Volkes,old data set (CH 90-99),
D,5382,2008,9,8,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,3,3,national,0,Protestversammlung von 3000 Menschen in Dortmund gegen einen Aufmarsch von Rechtsextremen.,new data set,
D,5546,2009,11,9,,Saturday,protest meeting,demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.09,.090000004,national,1,90 NPD-Anhänger nehmen in Friedberg an Kundgebung teil,new data set,
D,5527,2009,9,21,,,protest meeting,demonstrative,Others,others,"Kultur, Freizeit, Medien (Theater, Film, Musik, Sport, Presse, Radio, TV, Werbung etc. - exkl. Autonomenmobilisierung)",.5,.5,regional,0,500 VfL Bochum-Fans protestieren nach Heimniederlage gegen Trainer Marcel Koller,new data set,
D,5176,2007,4,10,,Monday,protest meeting,demonstrative,Peace,cultural liberalism,gegen militärische Infrastruktur,50,50,national,1,"50000 Menschen protestieren am Ostermontag in Brandenburg gegen den geplanten Luft-Boden-Schießplatz ""Bombodrom"" bei Wittstock",new data set,
D,5656,2011,9,20,,Saturday,protest meeting,demonstrative,Environment,environment,"anderes Verkehr (Lärm, Geschwindigkeitsbegrenzung, Treibstoff etc.)",,.5,national,1,Bürgerinitiativen gegen Fluglärm organisieren einen gemeinsamen Aktionstag in den einzelnen Gemeinden,new data set,
D,5477,2009,6,22,,Saturday,protest meeting,demonstrative,Solidarity external,cultural liberalism,gegen spezifische politische Regime (u.a. Südafrika; Israel),.04,.039999999,international,1,40 Schahananhänger demonstrierenam Konsulat gegen das iranische Regime.,new data set,
D,5148,2007,2,26,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,4,4,national,0,"4000 Menschen versammeln sich in Hildesheim, um gegen einen Aufmarsch von Rechten zu protestieren",new data set,
D,5452,2009,2,23,,Sunday,protest meeting,demonstrative,Environment,environment,anderes (allgm. Ziele der Umweltbewegung),,.5,european (only new),1,Protest von Greenpeace in Berlin für eine bessere Finanzierung des Klimaschutzes.,new data set,
D,5515,2009,9,14,,Weekend,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.8,.80000001,national,0,800 Menschen beteiligen sich in Pößneck an Aktion gegen NPD-Fest,new data set,
D,3928,1998,2,9,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.6,.60000002,national,1,Protest gegen Parteitag der Republikaner in Dettingen,old data set (CH 90-99),
D,5172,2007,4,10,,Monday,protest meeting,demonstrative,Peace,cultural liberalism,"für allgemeine, abstrakte Ziele (für Frieden)",2,2,national,1,"2000 Menschen versammeln sich in Frankfurt, um für Frieden zu demonstrieren",new data set,
D,4322,2000,11,6,,Saturday,protest meeting,demonstrative,Solidarity internal (incl. anti-racism),immigration,gegen Rassismus/Rechtsextremismus,.6,.60000002,national,0,Etwa 600 Menschen kamen in Augsburg zu einer Anti-Nazidemonstration zusammen,old data set (CH 90-99),
D,4866,2004,12,20,,Friday,"demonstration, protest march",demonstrative,Labor,economic (others),"Arbeitslosigkeit, Entlassungen",.8,.80000001,national,1,800 Personen demonstrierten am Freitag gegen Privatisierung und Personalabbau in Krankenhäusern in Marbburg,old data set (CH 90-99),
D,4514,2001,11,5,,Saturday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,2,2,international,0,2000 Menschen demonstrieren in Hamburg gegen den Krieg in Afghanistan,old data set (CH 90-99),
D,4509,2001,10,29,,Sunday,"demonstration, protest march",demonstrative,Right-wing extremism,immigration,für rechtsextremes/rechtsradikales Gedankengut,.08,.079999998,local,1,Aufmarsch der Anhänger der NPD,old data set (CH 90-99),
D,4510,2001,10,29,,Sunday,"demonstration, protest march",demonstrative,Peace,cultural liberalism,gegen Krieg in Land/Region X,.08,.079999998,international,1,Die Rechtsextremen protestieren gegen die militätischen Einsätze der USA in Afganistan,old data set (CH 90-99),
